message_id,project,session_id,timestamp,session_date,actor,code,category,superclass,code_order,order_in_session
6672,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Plan,Plan,Repair,2,6
6673,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Verification,Verify,Evaluative,1,7
6674,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,8
6675,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Correction,Correct,Evaluative,1,9
6675,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,10
6676,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Comply,Execute,Action,1,11
6676,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,2,12
6676,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Retry,Execute,Action,3,13
6677,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Arguing,Frustrate,Evaluative,1,14
6677,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Frustration,Frustrate,Evaluative,2,15
6677,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,3,16
6678,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,17
6679,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Arguing,Frustrate,Evaluative,1,18
6679,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,2,19
6680,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Diagnose,Investigate,Action,1,20
6680,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Explain,Explain,Communication,2,21
6680,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,3,22
6681,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Verification,Verify,Evaluative,1,23
6682,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,24
6683,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Request,Request,Directive,1,25
6683,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,26
6684,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,27
6685,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,1,28
6686,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,29
6687,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,1,30
6688,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,31
6689,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,32
6689,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Request,Request,Directive,2,33
6690,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,34
6691,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,35
6692,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,36
6693,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,37
6693,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Request,Request,Directive,2,38
6693,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,3,39
6694,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,40
6695,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,41
6696,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,42
6697,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,1,43
6698,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,44
6698,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Report,Report,Communication,2,45
6699,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,46
6700,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,47
6701,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,48
6701,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,49
6702,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,50
6703,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,51
6703,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,52
6704,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,53
6705,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Correction,Correct,Evaluative,1,54
6705,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,2,55
6706,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Comply,Execute,Action,1,56
6706,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,2,57
6707,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Correction,Correct,Evaluative,1,58
6708,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Comply,Execute,Action,1,59
6708,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,2,60
6709,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,61
6709,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Request,Request,Directive,2,62
6710,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,63
6711,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,64
6711,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,65
6712,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,66
6712,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Plan,Plan,Repair,2,67
6713,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Context,Specify,Directive,1,68
6713,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,69
6714,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,70
6714,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,2,71
6714,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Plan,Plan,Repair,3,72
6715,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,1,73
6716,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,74
6717,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Frustration,Frustrate,Evaluative,1,75
6718,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,76
6719,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,1,77
6720,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,78
6721,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,79
6721,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,80
6722,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,81
6722,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Retry,Execute,Action,2,82
6723,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,83
6723,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,84
6724,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Delegate,Delegate,Action,1,85
6724,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Plan,Plan,Repair,2,86
6725,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,1,87
6725,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Frustration,Frustrate,Evaluative,2,88
6726,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Apologize,Repair,Repair,1,89
6726,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,2,90
6727,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Refinement,Refine,Evaluative,1,91
6727,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,92
6728,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Apologize,Repair,Repair,1,93
6728,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,2,94
6729,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,95
6729,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,96
6730,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,97
6731,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,98
6732,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,99
6732,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,100
6733,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,101
6734,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Ask,Inquire,Metacognitive,1,102
6735,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Apologize,Repair,Repair,1,103
6735,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Explain,Explain,Communication,2,104
6736,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Command,Command,Directive,1,105
6736,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Specification,Specify,Directive,2,106
6737,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Execute,Execute,Action,1,107
6738,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Request,Request,Directive,1,108
6739,Project_16,00da7e5a052d,1772920800,2026-03-08,AI,Investigate,Investigate,Action,1,109
6740,Project_16,00da7e5a052d,1772920800,2026-03-08,Human,Interrupt,Interrupt,Metacognitive,1,110
7941,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Context,Specify,Directive,1,1
7941,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Direct,Command,Directive,2,2
7941,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,3,3
7942,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Interrupt,Interrupt,Metacognitive,1,4
7943,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,5
7943,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,6
7944,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Verification,Verify,Evaluative,1,7
7945,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,8
7946,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,9
7947,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,10
7947,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,11
7948,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Interrupt,Interrupt,Metacognitive,1,12
7949,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,13
7950,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,14
7951,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Thinking,Inquire,Metacognitive,1,15
7952,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,16
7952,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,17
7953,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,18
7953,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,19
7954,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,20
7954,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,21
7955,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,22
7956,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,1,23
7957,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,24
7958,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,25
7959,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Verification,Verify,Evaluative,1,26
7960,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,27
7961,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,1,28
7962,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Interrupt,Interrupt,Metacognitive,1,29
7963,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,1,30
7964,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,31
7964,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,32
7965,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Verification,Verify,Evaluative,1,33
7966,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,34
7967,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,35
7968,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,36
7969,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,37
7970,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,38
7971,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,39
7972,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,40
7973,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,1,41
7973,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,2,42
7974,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,43
7975,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Context,Specify,Directive,1,44
7975,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,2,45
7976,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,46
7976,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,47
7977,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,48
7978,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,49
7979,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Thinking,Inquire,Metacognitive,1,50
7980,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,51
7981,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,52
7982,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,53
7983,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Thinking,Inquire,Metacognitive,1,54
7984,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,55
7984,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,56
7985,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,57
7985,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,58
7985,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,3,59
7986,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,60
7987,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,1,61
7988,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,62
7989,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Accept,Interrupt,Metacognitive,1,63
7989,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,2,64
7990,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,65
7990,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,66
7991,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,67
7991,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,68
7992,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,69
7992,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Report,Report,Communication,2,70
7992,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Scaffold,Plan,Repair,3,71
7993,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,72
7993,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,73
7994,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,74
7995,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,75
7996,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,76
7997,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Arguing,Frustrate,Evaluative,1,77
7998,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,78
7999,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Interrupt,Interrupt,Metacognitive,1,79
8000,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,1,80
8001,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Apologize,Repair,Repair,1,81
8001,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,2,82
8002,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,1,83
8002,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,2,84
8003,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,85
8004,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,86
8004,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,87
8005,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,88
8006,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,89
8006,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,90
8007,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,91
8008,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,92
8009,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,93
8010,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,94
8011,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,95
8012,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Context,Specify,Directive,1,96
8012,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,2,97
8013,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,98
8014,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,99
8015,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,100
8015,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Report,Report,Communication,2,101
8016,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,102
8017,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Explain,Explain,Communication,1,103
8018,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Correction,Correct,Evaluative,1,104
8018,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,105
8018,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,3,106
8019,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Comply,Execute,Action,1,107
8019,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,2,108
8020,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,109
8021,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Apologize,Repair,Repair,1,110
8021,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,2,111
8021,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Retry,Execute,Action,3,112
8022,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,113
8023,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,114
8024,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,1,115
8025,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,116
8026,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,117
8027,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,118
8028,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,1,119
8029,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,120
8030,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,1,121
8031,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,122
8032,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Arguing,Frustrate,Evaluative,1,123
8032,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,124
8033,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,125
8034,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Correction,Correct,Evaluative,1,126
8034,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,127
8035,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Comply,Execute,Action,1,128
8035,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,2,129
8036,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Arguing,Frustrate,Evaluative,1,130
8037,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,131
8037,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Plan,Plan,Repair,2,132
8038,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Command,Command,Directive,1,133
8038,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Reject,Correct,Evaluative,2,134
8039,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Execute,Execute,Action,1,135
8040,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Request,Request,Directive,1,136
8040,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Specification,Specify,Directive,2,137
8041,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,138
8042,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,139
8043,Project_17,0162fe521f0c,1770760800,2026-02-11,AI,Investigate,Investigate,Action,1,140
8044,Project_17,0162fe521f0c,1770760800,2026-02-11,Human,Ask,Inquire,Metacognitive,1,141
